id,BDL_10001,BDL_10002,BDL_10003,BDL_10004,BDL_10010,BDL_10011,BDL_10012
L2868,776.0,776.0,22.6,58.900002,1.0,1.0,76.0
L2869,665.0,665.0,17.200001,29.299999,1.0,1.0,76.0
L2871,679.0,679.0,21.4,31.799999,1.0,1.0,91.0
L2872,546.0,546.0,23.6,40.0,1.0,1.0,91.0
L2892,821.0,821.0,27.700001,37.799999,1.0,1.0,118.0
L2893,562.0,562.0,21.200001,,1.0,1.0,118.0
L2894,459.0,459.0,27.799999,32.900002,1.0,0.0,140.0
L2896,693.0,693.0,22.9,28.799999,1.0,0.0,89.0
L2897,478.0,478.0,23.700001,32.799999,1.0,0.0,89.0
L2899,506.0,506.0,19.5,22.5,1.0,0.0,72.0
L2900,499.0,499.0,25.0,27.4,1.0,0.0,140.0
L2901,619.0,619.0,20.200001,22.200001,1.0,0.0,101.0
L2902,749.0,749.0,18.9,20.299999,1.0,0.0,101.0
L2904,592.0,592.0,19.700001,22.9,1.0,0.0,101.0
L2922,504.0,504.0,29.1,29.4,1.0,0.0,140.0
L2928,902.0,902.0,25.5,23.799999,1.0,0.0,597.0
L2945,949.0,949.0,28.6,31.6,1.0,0.0,351.0
L2946,719.0,719.0,30.5,32.5,1.0,0.0,374.0
L2950,751.0,751.0,39.400002,40.400002,1.0,0.0,505.0
L2954,833.0,833.0,30.799999,31.4,1.0,0.0,505.0
L2991,614.0,614.0,30.1,48.900002,1.0,1.0,190.0
L2998,369.0,369.0,33.400002,23.5,1.0,1.0,184.0
L3008,595.0,595.0,39.099998,77.800003,1.0,1.0,190.0
L3009,638.0,638.0,45.299999,88.599998,1.0,1.0,190.0
L3014,625.0,625.0,25.799999,47.799999,1.0,1.0,178.0
L3018,605.0,605.0,33.5,49.099998,1.0,1.0,188.0
L3022,611.0,611.0,40.099998,58.700001,1.0,1.0,185.0
L3025,328.0,328.0,30.9,,1.0,1.0,190.0
L3026,546.0,546.0,25.0,43.599998,1.0,1.0,190.0
L3028,624.0,624.0,22.799999,32.299999,1.0,1.0,191.0
L3039,769.0,769.0,19.200001,24.700001,1.0,0.0,442.0
L3040,837.0,837.0,41.799999,,1.0,0.0,669.0
L3041,944.0,944.0,21.1,15.8,1.0,0.0,568.0
L3042,879.0,879.0,28.299999,24.700001,1.0,0.0,568.0
L3043,571.0,571.0,25.299999,,1.0,0.0,395.0
L3045,542.0,542.0,22.9,,1.0,0.0,437.0
L3046,723.0,723.0,27.299999,24.9,1.0,0.0,437.0
L3047,730.0,730.0,26.9,22.200001,1.0,0.0,444.0
L3048,576.0,576.0,26.299999,,1.0,0.0,444.0
L3049,830.0,830.0,25.700001,25.1,1.0,0.0,523.0
L3050,591.0,591.0,19.6,,1.0,0.0,460.0
L3051,556.0,556.0,24.299999,,1.0,0.0,460.0
L3052,650.0,650.0,25.200001,27.799999,1.0,0.0,409.0
L3053,812.0,812.0,28.4,27.5,1.0,0.0,409.0
L3056,679.0,679.0,20.799999,,1.0,0.0,611.0
L3057,1001.0,1001.0,21.0,19.9,1.0,0.0,611.0
L3058,598.0,598.0,29.6,,1.0,0.0,456.0
L3059,731.0,731.0,15.2,,1.0,0.0,626.0
L3060,593.0,593.0,34.700001,,1.0,0.0,420.0
L3061,436.0,436.0,28.299999,,1.0,0.0,372.0
L3062,774.0,774.0,23.4,23.1,1.0,0.0,384.0
L3063,616.0,616.0,26.4,32.099998,1.0,0.0,384.0
L3064,801.0,801.0,25.1,,1.0,0.0,717.0
L3065,827.0,827.0,26.799999,25.0,1.0,0.0,423.0
L3066,908.0,908.0,23.0,19.9,1.0,0.0,488.0
L3067,719.0,719.0,24.799999,29.700001,1.0,0.0,488.0
L3068,806.0,806.0,21.4,20.700001,1.0,0.0,393.0
L3070,750.0,750.0,29.4,26.4,1.0,0.0,485.0
L3071,644.0,644.0,25.200001,,1.0,0.0,485.0
L3072,372.0,372.0,20.700001,,1.0,0.0,314.0
L3073,410.0,410.0,17.6,,1.0,0.0,314.0
L3074,957.0,957.0,24.5,25.1,1.0,0.0,537.0
L3075,601.0,601.0,27.799999,,1.0,0.0,434.0
L3076,466.0,466.0,26.9,,1.0,0.0,434.0
L3077,416.0,416.0,35.700001,,1.0,0.0,384.0
L3078,710.0,710.0,31.0,26.6,1.0,0.0,384.0
L3080,625.0,625.0,39.900002,,1.0,0.0,529.0
L3081,722.0,722.0,25.4,18.6,1.0,0.0,443.0
L3082,756.0,756.0,36.0,36.799999,1.0,0.0,381.0
L3083,772.0,772.0,31.799999,27.0,1.0,0.0,381.0
L3084,832.0,832.0,36.900002,,1.0,0.0,713.0
L3085,766.0,766.0,28.799999,,1.0,0.0,595.0
L3086,616.0,616.0,24.4,,1.0,0.0,595.0
L3087,567.0,567.0,19.1,21.299999,1.0,0.0,182.0
L3143,564.0,564.0,32.200001,,1.0,0.0,407.0
L3144,635.0,635.0,25.1,24.6,1.0,0.0,456.0
L3145,632.0,632.0,24.4,,1.0,0.0,453.0
L3146,537.0,537.0,29.299999,,1.0,0.0,453.0
L3147,809.0,809.0,22.1,21.200001,1.0,0.0,540.0
L3148,809.0,809.0,25.799999,22.299999,1.0,0.0,540.0
L3150,703.0,703.0,25.200001,25.299999,1.0,0.0,437.0
L3151,648.0,648.0,23.5,,1.0,0.0,524.0
L3152,691.0,691.0,28.0,24.0,1.0,0.0,457.0
L3153,781.0,781.0,26.299999,22.700001,1.0,0.0,490.0
L3154,781.0,781.0,27.700001,26.1,1.0,0.0,490.0
L3157,743.0,743.0,21.299999,16.200001,1.0,0.0,461.0
L3159,480.0,480.0,21.799999,,1.0,0.0,404.0
L3160,657.0,657.0,19.0,18.9,1.0,0.0,404.0
L3162,573.0,573.0,29.200001,28.0,1.0,0.0,339.0
L3163,577.0,577.0,23.700001,,1.0,0.0,447.0
L3164,603.0,603.0,27.200001,,1.0,0.0,591.0
L3208,233.0,233.0,24.6,,1.0,0.0,120.0
N2878,232.0,232.0,18.9,,1.0,2.0,151.0
N2879,309.0,309.0,14.3,,1.0,2.0,151.0
N2880,770.0,770.0,23.6,32.900002,1.0,2.0,151.0
N2881,232.0,232.0,21.0,,1.0,2.0,151.0
N2882,614.0,614.0,20.700001,25.1,1.0,2.0,183.0
N2883,681.0,681.0,18.9,23.799999,1.0,2.0,183.0
N2884,738.0,738.0,15.3,23.0,1.0,2.0,183.0
N2885,490.0,490.0,22.200001,27.5,1.0,2.0,186.0
N2886,455.0,455.0,19.799999,23.5,1.0,2.0,186.0
N2887,389.0,389.0,21.200001,24.299999,1.0,2.0,186.0
N2888,433.0,433.0,20.299999,25.1,1.0,2.0,186.0
N2889,746.0,746.0,18.0,21.6,1.0,2.0,182.0
N2890,429.0,429.0,18.6,20.5,1.0,2.0,182.0
N2891,440.0,440.0,15.9,25.4,1.0,2.0,151.0
N2892,545.0,545.0,27.700001,37.799999,1.0,2.0,118.0
N2923,741.0,741.0,25.200001,31.799999,1.0,2.0,200.0
N2924,591.0,591.0,22.299999,31.700001,1.0,2.0,200.0
N2925,524.0,524.0,22.200001,29.799999,1.0,2.0,288.0
N2926,643.0,643.0,24.0,26.700001,1.0,2.0,288.0
N2992,557.0,557.0,23.5,34.599998,1.0,2.0,186.0
N2999,314.0,314.0,23.9,,1.0,2.0,184.0
N3000,240.0,240.0,21.799999,,1.0,2.0,184.0
N3007,291.0,291.0,39.299999,,1.0,2.0,190.0
N3010,468.0,468.0,25.1,43.599998,1.0,2.0,178.0
N3021,606.0,606.0,33.299999,48.299999,1.0,2.0,185.0
N3029,487.0,487.0,21.700001,24.5,1.0,2.0,191.0
N3031,271.0,271.0,25.700001,,1.0,2.0,191.0
N3032,648.0,648.0,24.6,48.700001,1.0,2.0,222.0
N3088,609.0,609.0,20.799999,33.0,1.0,2.0,188.0
N3089,489.0,489.0,29.0,47.0,1.0,2.0,188.0
N3526,103.0,103.0,,,1.0,2.0,101.0
H0882,562.0,,20.0,31.4,1.0,,227.0
L2294,892.0,892.0,29.799999,41.700001,1.0,,71.0
L2223,885.0,885.0,26.4,34.299999,1.0,,58.0
L2341,869.0,869.0,22.799999,28.799999,1.0,,111.0
L2036,862.0,862.0,25.5,33.099998,1.0,,127.0
L2204,822.0,822.0,28.299999,34.400002,1.0,,55.0
L2508,799.0,799.0,27.200001,28.700001,1.0,,170.0
L0479,687.0,687.0,20.9,,1.0,,627.0
L2458,685.0,685.0,20.700001,23.1,1.0,,70.0
L2561,609.0,609.0,17.0,29.799999,1.0,,33.0
L2216,607.0,607.0,29.9,40.099998,1.0,,44.0
L2644,607.0,607.0,25.9,30.5,1.0,,336.0
L2647,557.0,557.0,22.200001,21.1,1.0,,225.0
L2584,546.0,546.0,25.9,27.9,1.0,,41.0
L2563,503.0,503.0,13.9,24.299999,1.0,,33.0
L2420,500.0,500.0,28.299999,67.199997,1.0,,85.0
L2003,891.0,891.0,42.599998,68.800003,1.0,,156.0
L2383,881.0,881.0,27.799999,45.400002,1.0,,144.0
L2384,860.0,860.0,22.9,31.799999,1.0,,144.0
L2201,800.0,800.0,43.200001,65.099998,1.0,,55.0
L2535,767.0,767.0,28.9,42.099998,1.0,,103.0
L2469,762.0,762.0,25.0,42.5,1.0,,51.0
L2408,744.0,744.0,32.400002,56.5,1.0,,83.0
L2523,711.0,711.0,24.1,46.200001,1.0,,59.0
L2431,706.0,706.0,27.0,55.299999,1.0,,64.0
L2558,705.0,705.0,26.299999,41.099998,1.0,,43.0
L2548,685.0,685.0,20.5,54.700001,1.0,,30.0
L2536,649.0,649.0,32.0,53.799999,1.0,,103.0
L2308,634.0,634.0,23.299999,45.400002,1.0,,61.0
L2463,630.0,630.0,22.5,39.700001,1.0,,85.0
L2264,601.0,601.0,31.4,61.200001,1.0,,46.0
L2425,516.0,516.0,15.9,30.6,1.0,,54.0
L2609,479.0,479.0,26.700001,49.799999,1.0,,73.0
L2557,367.0,367.0,18.200001,36.299999,1.0,,43.0
L2671,284.0,284.0,22.799999,,1.0,,86.0
L3124,678.0,678.0,38.299999,67.800003,1.0,,183.0
N2986,776.0,776.0,35.099998,48.299999,1.0,,185.0
N3090,716.0,716.0,27.1,48.0,1.0,,188.0
N3034,684.0,684.0,24.5,38.400002,1.0,,222.0
H2875,427.0,,25.200001,33.400002,0.0,,49.0
H2878,398.0,,25.200001,36.299999,0.0,,49.0
H2879,427.0,,25.0,30.9,0.0,,49.0
H2880,427.0,,23.799999,24.799999,0.0,,49.0
H2907,402.0,,32.599998,38.599998,1.0,,79.0
H2909,380.0,,21.0,21.200001,1.0,,57.0
H2910,380.0,,21.6,25.6,1.0,,57.0
H2911,380.0,,19.200001,24.1,1.0,,57.0
H2912,380.0,,21.9,24.5,1.0,,57.0
H2914,380.0,,32.900002,36.099998,0.0,,57.0
H2915,380.0,,34.799999,46.099998,0.0,,57.0
H2916,380.0,,33.0,28.0,0.0,,57.0
H2917,380.0,,35.799999,45.200001,0.0,,57.0
H2918,356.0,,32.299999,26.5,1.0,,64.0
H2919,356.0,,27.799999,26.1,1.0,,64.0
H2920,356.0,,23.5,25.299999,1.0,,64.0
H2921,356.0,,26.5,28.6,1.0,,64.0
L2913,351.0,351.0,19.200001,19.700001,1.0,,57.0
L2842,462.0,462.0,33.799999,35.5,1.0,,84.0
L2903,285.0,285.0,20.299999,,1.0,,101.0
L0106,630.0,630.0,21.1,,1.0,,424.0
L3027,702.0,702.0,26.200001,38.799999,1.0,,191.0
L1785,540.0,540.0,23.1,55.5,1.0,,51.0
L3201,699.0,699.0,30.799999,34.099998,1.0,,308.0
L3309,596.0,596.0,24.799999,20.9,1.0,,76.0
L2696,700.0,700.0,18.700001,34.0,1.0,,46.0
L3214,400.0,400.0,28.1,49.599998,1.0,,71.0
L3215,455.0,455.0,33.299999,47.200001,1.0,,71.0
L3200,691.0,691.0,31.700001,,1.0,,286.0
L2641,813.0,813.0,33.700001,46.599998,1.0,,43.0
H1752,1049.0,,21.700001,56.099998,1.0,,123.0
N3020,714.0,714.0,36.900002,56.400002,1.0,,185.0
L3277,668.0,668.0,32.200001,30.6,1.0,,354.0
L3054,901.0,901.0,24.799999,25.6,1.0,,405.0
L3055,874.0,874.0,31.799999,28.700001,1.0,,405.0
L3161,778.0,778.0,30.200001,30.0,1.0,,339.0
N3017,774.0,774.0,26.4,39.400002,1.0,,188.0
H2990,622.0,,31.0,49.5,1.0,,190.0
N2988,703.0,703.0,29.799999,,1.0,,190.0
N2989,687.0,687.0,25.200001,,1.0,,190.0
L3205,416.0,416.0,27.299999,32.0,1.0,,136.0
N3569,220.0,220.0,21.6,,1.0,,88.0
N3570,198.0,198.0,23.200001,,1.0,,88.0
H3004,616.0,,38.900002,42.299999,1.0,,184.0
L3005,791.0,791.0,34.900002,44.299999,1.0,,184.0
N3035,811.0,811.0,28.0,59.900002,1.0,,184.0
N3036,812.0,812.0,29.799999,52.299999,1.0,,184.0
L2861,540.0,540.0,22.1,23.299999,1.0,,130.0
L2753,643.0,643.0,22.0,23.1,1.0,,52.0
H3013,603.0,,37.0,52.0,1.0,,178.0
N3012,768.0,768.0,25.9,45.200001,1.0,,178.0
L2708,578.0,578.0,16.200001,37.799999,1.0,,47.0
L2728,466.0,466.0,24.4,27.200001,1.0,,70.0
L2739,710.0,710.0,34.299999,54.0,1.0,,73.0
L3016,754.0,754.0,28.200001,36.0,1.0,,189.0
N2993,743.0,743.0,26.0,31.5,1.0,,186.0
L3155,741.0,741.0,23.9,25.200001,1.0,,390.0
L2780,604.0,604.0,34.700001,70.099998,1.0,,65.0
L3158,898.0,898.0,20.200001,18.6,1.0,,461.0
L2997,716.0,716.0,38.5,51.5,1.0,,184.0
N2877,,,,,,,
N2981,,,,,,,
N2985,,,,,,,
N2987,,,,,,,
N2995,,,,,,,
N2996,,,,,,,
N3006,,,,,,,
N3011,,,,,,,
N3019,,,,,,,
N3023,,,,,,,
N3030,,,,,,,
N3033,,,,,,,
N3037,,,,,,,
N3038,,,,,,,
N3091,,,,,,,
N3521,,,,,,,
N3523,,,,,,,
N3524,,,,,,,
N3533,,,,,,,
N3534,,,,,,,
N3535,,,,,,,
N3537,,,,,,,
N3545,,,,,,,
N3547,,,,,,,
N3567,,,,,,,
N3568,,,,,,,
N3588,,,,,,,
N3590,,,,,,,
N3593,,,,,,,
N3594,,,,,,,
N3618,,,,,,,
N3619,,,,,,,
N3621,,,,,,,
N3665,,,,,,,
N3681,,,,,,,
N3689,,,,,,,
N3690,,,,,,,
N4547,,,,,,,
L3122,853.0,853.0,45.400002,77.0,1.0,1.0,183.0
L3123,789.0,789.0,34.900002,66.699997,1.0,1.0,183.0
L3125,801.0,801.0,46.799999,75.800003,1.0,1.0,183.0
L3127,805.0,805.0,28.799999,36.0,1.0,0.0,183.0
L3128,775.0,775.0,25.5,32.0,1.0,0.0,183.0
L3129,836.0,836.0,30.1,36.5,1.0,0.0,183.0
L3130,786.0,786.0,25.9,29.1,1.0,0.0,197.0
L3247,906.0,906.0,24.799999,34.0,1.0,0.0,242.0
L3248,835.0,835.0,31.299999,36.0,1.0,0.0,242.0
L3695,527.0,527.0,17.200001,,1.0,0.0,212.0
L3696,336.0,336.0,,,1.0,0.0,212.0
L3697,336.0,336.0,,,1.0,0.0,212.0
L3698,267.0,267.0,,,1.0,0.0,138.0
L3699,515.0,515.0,13.6,,1.0,0.0,212.0
L3700,314.0,314.0,,,1.0,0.0,138.0
L4501,398.0,398.0,17.0,,1.0,0.0,138.0
L4502,336.0,336.0,,,1.0,0.0,212.0
L4503,388.0,388.0,,,1.0,0.0,212.0
L4528,406.0,406.0,14.8,,1.0,0.0,128.0
L4529,483.0,483.0,22.4,,1.0,0.0,128.0
L4536,473.0,473.0,,,0.0,0.0,118.0
L4537,523.0,523.0,,,0.0,0.0,118.0
L4538,480.0,480.0,,,0.0,0.0,118.0
L4539,403.0,403.0,,,0.0,0.0,118.0
L4832,571.0,571.0,21.9,24.6,1.0,0.0,476.0
N3620,624.0,624.0,21.4,33.5,1.0,2.0,75.0
L3142,965.0,965.0,29.200001,32.0,1.0,0.0,339.0
L3203,821.0,821.0,38.900002,47.700001,1.0,0.0,156.0
L3204,821.0,821.0,40.0,52.0,1.0,0.0,156.0
N3522,634.0,634.0,33.099998,51.599998,1.0,2.0,97.0
L4920,143.0,143.0,,,0.0,0.0,33.0
N4526,406.0,406.0,36.200001,,1.0,2.0,185.0
N4527,423.0,423.0,32.900002,,1.0,2.0,185.0
N4558,155.0,155.0,,,1.0,2.0,190.0
N4564,395.0,395.0,29.700001,,1.0,2.0,184.0
N4847,246.0,246.0,,,1.0,2.0,193.0
N3680,390.0,390.0,27.6,,1.0,2.0,183.0
L4837,705.0,705.0,24.200001,,1.0,0.0,435.0
L4842,691.0,691.0,20.6,14.6,1.0,0.0,477.0
L4843,417.0,417.0,25.6,23.700001,1.0,0.0,477.0
N3532,619.0,619.0,26.0,36.299999,1.0,2.0,85.0
N3616,525.0,525.0,21.4,33.599998,1.0,2.0,46.0
L4838,604.0,604.0,,,1.0,0.0,459.0
L4530,572.0,572.0,34.0,26.799999,1.0,0.0,143.0
L4540,425.0,425.0,22.5,,1.0,0.0,103.0
L4542,535.0,535.0,30.6,37.099998,1.0,0.0,103.0
L4835,714.0,714.0,25.0,,1.0,0.0,430.0
L3202,975.0,975.0,28.5,30.799999,1.0,0.0,308.0
L3212,797.0,797.0,33.299999,31.299999,1.0,0.0,308.0
N3664,492.0,492.0,39.0,32.599998,1.0,2.0,185.0
L4839,503.0,503.0,,,1.0,0.0,386.0
N3591,561.0,561.0,29.799999,39.400002,1.0,2.0,59.0
L3278,1003.0,1003.0,35.599998,32.200001,1.0,0.0,385.0
L4556,705.0,705.0,25.4,,1.0,0.0,402.0
L3199,853.0,853.0,30.299999,33.5,1.0,0.0,286.0
N3584,532.0,532.0,33.0,49.900002,1.0,2.0,75.0
N3546,626.0,626.0,24.200001,29.4,1.0,2.0,75.0
N3628,519.0,519.0,22.9,44.299999,1.0,2.0,49.0
N3629,577.0,577.0,22.9,46.599998,1.0,2.0,49.0
L3210,844.0,844.0,28.6,29.0,1.0,0.0,271.0
L3249,763.0,763.0,43.099998,41.099998,1.0,0.0,313.0
L3149,1005.0,1005.0,24.0,22.5,1.0,0.0,466.0
L4833,805.0,805.0,26.200001,23.700001,1.0,0.0,563.0
L4834,640.0,640.0,22.5,19.9,1.0,0.0,563.0
L4844,775.0,775.0,17.700001,15.2,1.0,0.0,561.0
L4841,686.0,686.0,29.200001,14.9,1.0,0.0,470.0
L3206,622.0,622.0,29.6,34.5,1.0,0.0,136.0
N3698,349.0,349.0,,,1.0,2.0,238.0
N4548,387.0,387.0,25.0,,1.0,2.0,185.0
L3209,706.0,706.0,27.200001,,1.0,0.0,120.0
N3525,638.0,638.0,39.799999,57.099998,1.0,2.0,101.0
N3527,638.0,638.0,32.0,42.299999,1.0,2.0,101.0
N3536,605.0,605.0,24.0,50.099998,1.0,2.0,95.0
N3542,711.0,711.0,38.799999,44.599998,1.0,2.0,72.0
N3543,588.0,588.0,34.400002,55.700001,1.0,2.0,72.0
N3598,751.0,751.0,33.200001,,1.0,2.0,414.0
N4573,782.0,782.0,47.299999,,1.0,2.0,621.0
N3540,654.0,654.0,34.299999,52.900002,1.0,2.0,57.0
N3613,515.0,515.0,19.1,38.599998,1.0,2.0,70.0
N3678,526.0,526.0,40.700001,54.900002,1.0,2.0,186.0
N3528,662.0,662.0,32.5,43.400002,1.0,2.0,72.0
N3580,628.0,628.0,38.299999,53.400002,1.0,2.0,68.0
L3156,912.0,912.0,21.799999,19.0,1.0,0.0,390.0
L3275,631.0,631.0,24.5,23.5,1.0,0.0,98.0
L3276,631.0,631.0,26.1,30.299999,1.0,0.0,98.0
L4845,916.0,916.0,,,1.0,0.0,877.0
L4846,954.0,954.0,,,1.0,0.0,877.0
L4836,1051.0,1051.0,,,1.0,0.0,906.0
F3133,,500.0,34.700001,58.700001,1.0,1.0,23.0
F3132,,554.0,30.9,58.0,1.0,1.0,23.0
F3320,,580.0,30.299999,36.599998,1.0,0.0,22.0
F3166,,652.0,38.099998,58.400002,1.0,1.0,24.0
F3168,,703.0,32.099998,53.700001,1.0,1.0,24.0
F3169,,755.0,,61.099998,1.0,1.0,24.0
F3167,,771.0,49.0,68.800003,1.0,1.0,24.0
F3131,,913.0,37.799999,63.5,1.0,1.0,23.0
F3103,,619.0,39.099998,60.799999,1.0,1.0,31.0
F3104,,663.0,34.299999,54.200001,1.0,1.0,31.0
F3110,,669.0,39.5,66.300003,1.0,1.0,23.0
F3198,,672.0,28.6,33.700001,1.0,0.0,24.0
F3229,,697.0,24.799999,29.4,1.0,0.0,22.0
F3231,,698.0,31.5,43.099998,1.0,0.0,22.0
F3190,,708.0,34.5,46.5,1.0,0.0,22.0
F3281,,741.0,63.400002,87.800003,1.0,1.0,22.0
F3108,,753.0,44.299999,68.099998,1.0,1.0,23.0
F3109,,780.0,46.799999,75.800003,1.0,1.0,23.0
F3233,,782.0,21.799999,25.4,1.0,0.0,22.0
F3197,,785.0,29.5,37.099998,1.0,0.0,24.0
F3170,,788.0,26.6,33.0,1.0,0.0,24.0
F3192,,798.0,39.599998,57.099998,1.0,0.0,22.0
F3101,,805.0,47.299999,74.5,1.0,1.0,31.0
F3136,,825.0,44.5,74.300003,1.0,1.0,25.0
F3172,,830.0,26.5,31.1,1.0,0.0,24.0
F3111,,843.0,44.799999,68.699997,1.0,1.0,23.0
F3137,,887.0,51.5,82.300003,1.0,1.0,25.0
F3171,,903.0,24.6,35.0,1.0,0.0,24.0
F3102,,908.0,35.400002,52.799999,1.0,1.0,31.0
F3605,,337.0,49.200001,,1.0,1.0,22.0
F3685,,424.0,27.9,41.299999,1.0,1.0,24.0
F4505,,442.0,33.200001,37.5,1.0,1.0,26.0
F3654,,529.0,44.900002,51.299999,1.0,1.0,27.0
F3607,,543.0,56.400002,66.599998,1.0,1.0,22.0
F3223,,803.0,38.099998,61.700001,1.0,1.0,21.0
F3269,,219.0,40.700001,,1.0,0.0,21.0
F3662,,506.0,37.799999,38.599998,1.0,0.0,23.0
F3268,,581.0,41.700001,52.099998,1.0,0.0,21.0
F3244,,653.0,74.900002,119.0,1.0,1.0,25.0
F3267,,668.0,41.799999,58.599998,1.0,0.0,21.0
F3317,,717.0,44.200001,61.799999,1.0,0.0,24.0
F3245,,741.0,77.900002,116.0,1.0,1.0,25.0
F3218,,750.0,47.0,72.599998,1.0,1.0,20.0
F3217,,762.0,60.400002,85.800003,1.0,1.0,20.0
F3246,,778.0,64.800003,98.099998,1.0,1.0,25.0
F3219,,808.0,55.599998,87.769997,1.0,1.0,20.0
F3272,,308.0,28.299999,,1.0,0.0,26.0
F3299,,509.0,31.799999,38.400002,1.0,0.0,25.0
F3179,,537.0,44.200001,67.400002,1.0,1.0,25.0
F3180,,559.0,34.599998,68.800003,1.0,1.0,25.0
F3300,,614.0,32.5,36.799999,1.0,0.0,25.0
F3239,,627.0,53.200001,68.599998,1.0,1.0,22.0
F3237,,636.0,43.0,64.599998,1.0,1.0,22.0
F3178,,662.0,46.5,79.900002,1.0,1.0,25.0
F3196,,663.0,44.900002,58.0,1.0,1.0,25.0
F3177,,684.0,44.799999,69.699997,1.0,1.0,25.0
F3289,,698.0,32.299999,41.400002,1.0,0.0,21.0
F3238,,718.0,56.799999,79.199997,1.0,1.0,22.0
F3195,,798.0,55.599998,66.800003,1.0,1.0,25.0
F3236,,853.0,55.900002,77.5,1.0,1.0,22.0
F3174,,214.0,55.5,,1.0,1.0,23.0
F3261,,492.0,68.699997,62.400002,1.0,1.0,23.0
F3176,,518.0,52.299999,78.199997,1.0,1.0,23.0
F3173,,549.0,51.5,87.300003,1.0,1.0,23.0
F3263,,553.0,72.300003,89.599998,1.0,1.0,23.0
F3262,,730.0,63.799999,80.099998,1.0,1.0,23.0
F3193,,815.0,48.599998,66.599998,1.0,0.0,24.0
F3175,,877.0,58.5,87.0,1.0,1.0,23.0
F3630,,285.0,30.799999,,1.0,0.0,26.0
F3279,,485.0,34.099998,64.099998,1.0,1.0,32.0
F3505,,521.0,52.400002,84.199997,1.0,1.0,25.0
F3504,,543.0,49.0,70.900002,1.0,1.0,25.0
F3308,,563.0,66.5,91.0,1.0,1.0,21.0
F3502,,598.0,52.599998,78.800003,1.0,1.0,25.0
F3558,,627.0,32.200001,42.900002,1.0,0.0,27.0
F3307,,636.0,61.599998,86.199997,1.0,1.0,21.0
F3283,,639.0,54.700001,78.400002,1.0,1.0,23.0
F3501,,656.0,46.0,72.699997,1.0,1.0,25.0
F3503,,677.0,48.799999,69.800003,1.0,1.0,25.0
F3273,,687.0,62.599998,86.099998,1.0,1.0,21.0
F3311,,709.0,49.599998,68.199997,1.0,1.0,29.0
F3282,,711.0,59.400002,81.0,1.0,1.0,23.0
F3274,,758.0,60.0,78.900002,1.0,1.0,21.0
F3113,,245.0,47.599998,,1.0,1.0,22.0
F3234,,406.0,35.0,,1.0,0.0,22.0
F3140,,475.0,51.799999,78.599998,1.0,1.0,23.0
F3100,,566.0,43.200001,74.699997,1.0,1.0,33.0
F3098,,634.0,45.900002,69.900002,1.0,1.0,33.0
F3112,,661.0,49.799999,86.5,1.0,1.0,22.0
F3114,,666.0,60.5,94.300003,1.0,1.0,22.0
F3099,,679.0,56.900002,89.699997,1.0,1.0,33.0
F3116,,685.0,48.200001,75.400002,1.0,1.0,22.0
F3115,,749.0,50.799999,95.300003,1.0,1.0,22.0
F3235,,799.0,32.700001,40.700001,1.0,0.0,22.0
F3139,,838.0,49.299999,78.0,1.0,1.0,23.0
F3194,,845.0,37.799999,49.700001,1.0,0.0,21.0
F3565,,236.0,30.5,,1.0,0.0,25.0
F3316,,449.0,42.0,95.0,1.0,1.0,22.0
F3564,,538.0,26.0,31.299999,1.0,0.0,25.0
F3315,,619.0,50.299999,71.199997,1.0,1.0,22.0
F3295,,625.0,51.200001,72.800003,1.0,1.0,21.0
F3296,,625.0,59.599998,76.300003,1.0,1.0,21.0
F3297,,638.0,55.299999,60.700001,1.0,1.0,21.0
F3118,,655.0,48.700001,70.0,1.0,1.0,22.0
F3119,,664.0,52.900002,80.199997,1.0,1.0,22.0
F3117,,683.0,54.0,78.599998,1.0,1.0,22.0
F3516,,685.0,31.6,,1.0,0.0,21.0
F3121,,624.0,31.6,,1.0,1.0,21.0
F3241,,677.0,33.0,42.299999,1.0,0.0,21.0
F3243,,752.0,29.700001,37.900002,1.0,0.0,21.0
F3187,,755.0,21.799999,25.0,1.0,0.0,22.0
F3120,,798.0,40.599998,67.400002,1.0,1.0,21.0
F3135,,816.0,33.299999,56.299999,1.0,1.0,21.0
F3105,,846.0,27.799999,41.900002,1.0,1.0,26.0
F3181,,884.0,21.200001,32.200001,1.0,0.0,22.0
F3185,,884.0,26.5,38.299999,1.0,0.0,22.0
F3106,,925.0,31.1,57.700001,1.0,1.0,26.0
F3107,,1034.0,30.9,40.299999,1.0,1.0,26.0
F3095,,493.0,37.700001,26.700001,1.0,1.0,23.0
F3096,,700.0,44.400002,56.0,1.0,1.0,23.0
F3097,,794.0,51.099998,72.300003,1.0,1.0,23.0
F3093,,705.0,47.599998,68.800003,1.0,1.0,23.0
F3094,,729.0,43.0,62.700001,1.0,1.0,23.0
F3092,,949.0,46.599998,61.200001,1.0,1.0,23.0
F3575,,205.0,,,1.0,1.0,34.0
F3579,,395.0,50.099998,,1.0,1.0,34.0
F3559,,525.0,69.099998,104.099998,1.0,1.0,29.0
F3561,,620.0,70.5,81.199997,1.0,1.0,27.0
F3224,,361.0,49.599998,65.199997,1.0,1.0,21.0
F3256,,371.0,61.900002,,1.0,1.0,24.0
F3259,,439.0,50.400002,,1.0,1.0,24.0
F3255,,446.0,58.599998,,1.0,1.0,24.0
F3226,,514.0,54.099998,80.699997,1.0,1.0,21.0
