id,BDL_10001,BDL_10002,BDL_10003,BDL_10004,BDL_10010,BDL_10011,BDL_10012
F3260,,537.0,61.799999,85.099998,1.0,1.0,24.0
F3258,,590.0,56.900002,73.5,1.0,1.0,24.0
F3573,,599.0,34.700001,38.299999,1.0,0.0,44.0
F3188,,604.0,52.900002,81.0,1.0,1.0,22.0
F3227,,645.0,54.400002,80.800003,1.0,1.0,21.0
F3225,,658.0,51.5,75.0,1.0,1.0,21.0
F3294,,668.0,42.799999,60.0,1.0,0.0,21.0
F3228,,737.0,46.099998,64.800003,1.0,1.0,21.0
F3257,,796.0,61.700001,75.699997,1.0,1.0,24.0
F3222,,238.0,56.900002,,1.0,1.0,21.0
F3220,,413.0,45.700001,76.800003,1.0,1.0,21.0
F3252,,559.0,64.5,93.900002,1.0,1.0,21.0
F3286,,594.0,33.299999,42.0,1.0,0.0,22.0
F3550,,596.0,52.0,73.5,1.0,0.0,25.0
F3253,,605.0,82.5,105.5,1.0,1.0,21.0
F3285,,696.0,63.299999,101.400002,1.0,1.0,22.0
F3250,,726.0,71.099998,96.599998,1.0,1.0,21.0
F3221,,729.0,52.0,83.699997,1.0,1.0,21.0
F3251,,735.0,69.300003,94.300003,1.0,1.0,21.0
F3284,,736.0,53.200001,83.900002,1.0,1.0,22.0
F3254,,819.0,65.800003,84.599998,1.0,1.0,21.0
